trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1088,False,"{'a': 0.002, 'e': 0.11372181864745078}",30,3,31.190799772112815,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11349460230223983}",25,15,16.35632551238057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11326783993558948}",30,15,-15.426170941868552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1091,False,"{'a': 0.002, 'e': 0.11304153064044985}",20,8,9.818855912705441,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11281567351158354}",30,10,29.19697666340074,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11259026764556165}",30,9,22.186044683152023,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11236531214076052}",20,8,22.024000325937756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11214080609735771}",25,0,39.48454697598297,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1096,False,"{'a': 0.002, 'e': 0.11191674861732888}",25,17,16.374065573390496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11169313880444368}",25,12,26.202696710785432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.11146997576426268}",20,13,7.267758842379539,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.1112472586041333}",25,15,21.630447384958902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11102498643318673}",20,3,31.67645986596557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11080315836233387}",25,13,7.78583942380215,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.002, 'e': 0.11058177350426224}",20,12,14.75573081692832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.11036083097343202}",30,9,25.09604203817414,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.1101403298860729}",25,13,8.122005528739107,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10992026936018012}",20,13,15.579600172447348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.002, 'e': 0.10970064851551141}",20,16,8.64326280386287,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10948146647358296}",20,0,-9.876749020123764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1108,False,"{'a': 0.002, 'e': 0.10926272235766643}",20,16,8.004282018034775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10904441529278498}",30,2,-20.52573469678659,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
1110,False,"{'a': 0.002, 'e': 0.10882654440571013}",20,2,-22.688950647328973,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1111,False,"{'a': 0.002, 'e': 0.10860910882495796}",25,10,-14.900221283865683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1112,False,"{'a': 0.002, 'e': 0.10839210768078596}",25,0,-16.621217940248215,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1113,False,"{'a': 0.002, 'e': 0.10817554010518914}",30,18,23.936682019021312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10795940523189702}",30,18,-5.9558344834027315,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1115,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,14,11.550335157543202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10752843013579495}",25,14,23.37818190164853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.002, 'e': 0.10731358818908403}",20,5,22.759087194899223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.002, 'e': 0.107099175496869}",25,8,16.84252810275288,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1119,False,"{'a': 0.002, 'e': 0.1068851912014987}",25,8,17.06883873158448,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.10667163444703576}",25,8,31.85785973568381,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.1064585043792528}",20,7,24.459316687033965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.002, 'e': 0.10624580014562934}",20,12,14.06599637429855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.1060335208953481}",20,14,8.715929260796496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.002, 'e': 0.10582166577929185}",30,21,14.708670608012744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10561023395003975}",20,6,3.9421274451010353,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10539922456186433}",25,1,32.51746083967768,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1127,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,11,16.46611447075514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10497846973427834}",20,3,27.053312315511896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10476872261184789}",25,9,31.432515979028324,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.002, 'e': 0.10455939456444763}",35,12,37.73789969573698,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.002, 'e': 0.104350484754765}",30,16,17.46616781479312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.002, 'e': 0.10414199234716055}",25,5,-12.53120895584217,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1133,False,"{'a': 0.002, 'e': 0.10393391650766431}",20,2,14.00193868120672,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10372625640397273}",20,12,-22.98172253697026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1135,False,"{'a': 0.002, 'e': 0.10351901120544502}",25,2,31.73164428616936,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.1033121800831002}",25,8,30.80007158648246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.002, 'e': 0.10310576220961341}",25,0,34.43784265271875,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1138,False,"{'a': 0.002, 'e': 0.102899756759313}",20,10,-23.32858688382802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1139,False,"{'a': 0.002, 'e': 0.10269416290817676}",20,13,15.341465716216097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10248897983382912}",20,14,12.84920989636753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10228420671553744}",25,15,20.535845413731217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10207984273420903}",25,12,18.215842540909136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.10187588707238764}",20,8,21.258576656713664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.1016723389142504}",20,16,9.221081627080693,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.10146919744560434}",35,15,22.35843961697619,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.1012664618538834}",30,19,-75.00521978957516,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
1147,False,"{'a': 0.002, 'e': 0.10106413132814486}",20,12,16.83371299144898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10086220505906641}",25,14,-19.910628228142425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1149,False,"{'a': 0.002, 'e': 0.10066068223894266}",20,8,21.66132452961759,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",30,18,22.02181700188166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",30,18,21.593380005399297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",20,3,6.993978832452163,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",25,18,10.396530596176468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",25,17,16.773729125024797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",20,11,17.779661534951284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",20,3,27.114751875934992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",35,24,13.092364919469158,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",20,11,19.077284756224696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",20,5,21.31629397283078,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",30,13,31.781016087856973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",30,13,29.249921632823327,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",25,8,15.37126454740518,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",35,8,4.207312648884014,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",25,0,21.195631486661007,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",20,0,31.45459330249101,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",20,13,2.1602624588312387,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",20,16,8.03098664314952,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",30,16,21.617588078358448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",20,9,-30.320371817368866,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",25,8,29.216347899067898,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",25,15,22.677097268225182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",25,10,29.19756978940398,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",25,12,4.744830647636673,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",25,17,12.876511799111022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",25,11,27.621319311779637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",25,11,14.610399108395885,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",25,14,17.135640725613868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",20,9,17.51582183044627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",25,14,20.02566557631829,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",25,0,39.61306225006972,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",30,22,13.918479966300154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",20,6,12.055533787924931,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",20,8,25.263513735004068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,11,4.7210989287807745,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",20,2,31.978890598986734,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,14,12.712468305437616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",25,0,-4.337505690639986,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",25,13,18.43926018021139,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",30,17,27.079711285785088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",20,8,21.54003998826786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",20,11,7.868706980064819,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",25,11,18.830413969972078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",25,0,34.55065157600809,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",30,2,26.46571997404901,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",20,12,16.194303827891012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",20,12,14.240056047125643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",25,5,32.506232714164454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",20,12,14.847022399251284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",25,2,-5.196205742835424,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",25,0,11.695757768179497,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",30,18,9.531847401492445,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",30,19,8.214803653967696,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,0,19.74740320939504,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,12,3.926442396852658,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",30,0,43.63115476435193,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",20,5,13.721828716860596,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",20,5,18.552929921047525,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",20,8,20.67073022074857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",25,10,24.957797271831968,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",25,18,12.383789613569785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",20,1,21.158694137667837,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,15,23.980742193780664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",30,0,41.99743772904696,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",30,13,-30.66273030407779,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",25,2,36.13717659628495,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",30,0,34.487431032574676,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",20,0,13.919891231261227,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",30,16,26.300544322118366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",20,15,10.662111940221077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,16,16.79443279197612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",35,8,3.922635606530421,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",20,10,3.694502991808343,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",25,0,-42.75557294288246,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,16,7.480386463918213,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",25,13,23.65538777495228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",30,20,16.79052499338172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,11,28.69461046680807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",20,4,30.804827808425323,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",20,0,24.302693401365698,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,17,17.464127252167707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",20,6,4.24845072615026,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,13,23.33740300090201,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",25,9,11.988883177754722,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",20,0,-29.46146813717446,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,3,28.84292869850999,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",20,14,11.025565368787275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",30,16,12.739714022751471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",25,16,16.261763853501225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",25,10,-25.860627065351622,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",20,5,13.272521247057531,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",30,13,27.88983369306151,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",30,12,4.209657139496762,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,14,10.721372875838604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",25,17,15.10809363061398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",20,10,17.010734143096215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",20,10,20.665124890320087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",20,0,34.43880546154122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",25,11,28.27224962335893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,11,17.644088643635587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",20,0,30.38298818354784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",30,10,6.413324124788454,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,7,19.6500645822538,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,13,14.781008213383476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",30,10,36.944040044223605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,16,7.8543473330110976,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",20,3,-15.054670495772223,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,0,17.337013834489493,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",20,13,10.68483741125376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",30,16,24.402469063599792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",25,16,14.35137958477933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,15,11.215381967335066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,2,27.897451222664962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,10,8.16281331598207,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",25,13,12.468018935141277,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",25,13,25.44034531647035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",30,16,25.461061537353583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",20,0,24.476375677215422,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",20,3,-2.3829073349522485,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,10,18.379142721945374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",25,13,24.908463353861947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
